"OKE","ONEOK","Utilities"
"ORCL","Oracle Corp.","Information Technology"
"OI","Owens-Illinois Inc","Materials"
"PCAR","PACCAR Inc.","Industrials"
"PTV","Pactiv Corp.","Materials"
"PLL","Pall Corp.","Industrials"
"PH","Parker-Hannifin","Industrials"
"PDCO","Patterson Cos Inc","Health Care"
"PAYX","Paychex Inc.","Information Technology"
"BTU","Peabody Energy","Energy"
"JCP","Penney (J.C.)","Consumer Discretionary"
"PBCT","People's United Bank","Financials"
"POM","Pepco Holdings Inc.","Utilities"
"PEP","PepsiCo Inc.","Consumer Staples"
"PKI","PerkinElmer","Health Care"
"PFE","Pfizer Inc.","Health Care"
"PCG","PG&E Corp.","Utilities"
"PM","Philip Morris International","Consumer Staples"
"PNW","Pinnacle West Capital","Utilities"
"PXD","Pioneer Natural Resources","Energy"
"PBI","Pitney-Bowes","Industrials"
"PCL","Plum Creek Timber Co.","Financials"
"PNC","PNC Financial Services","Financials"
"RL","Polo Ralph Lauren Corp.","Consumer Discretionary"
"PPG","PPG Industries","Materials"
"PPL","PPL Corp.","Utilities"
"PX","Praxair Inc.","Materials"
"PCP","Precision Castparts","Industrials"
"PFG","Principal Financial Group","Financials"
"PG","Procter & Gamble","Consumer Staples"
"PGN","Progress Energy Inc.","Utilities"
"PGR","Progressive Corp.","Financials"
"PLD","ProLogis","Financials"
"PRU","Prudential Financial","Financials"
"PEG","Public Serv. Enterprise Inc.","Utilities"
"PSA","Public Storage","Financials"
"PHM","Pulte Homes Inc.","Consumer Discretionary"
"QLGC","QLogic Corp.","Information Technology"
"PWR","Quanta Services Inc.","Industrials"
"QCOM","QUALCOMM Inc.","Information Technology"
"DGX","Quest Diagnostics","Health Care"
"STR","Questar Corp.","Utilities"
"Q","Qwest Communications Int","Telecommunications Services"
"RSH","RadioShack Corp","Consumer Discretionary"
"RRC","Range Resources Corp.","Energy"
"RTN","Raytheon Co.","Industrials"
"RHT","Red Hat Inc.","Information Technology"
"RF","Regions Financial Corp.","Financials"
"RSG","Republic Services Inc","Industrials"
"RAI","Reynolds American Inc.","Consumer Staples"
"RHI","Robert Half International","Industrials"
"ROK","Rockwell Automation Inc.","Industrials"
"COL","Rockwell Collins","Industrials"
"ROP","Roper Industries","Industrials"
"ROST","Ross Stores Inc.","Consumer Discretionary"
"RDC","Rowan Cos.","Energy"
"R","Ryder System","Industrials"
"SWY","Safeway Inc.","Consumer Staples"
"SAI","SAIC","Information Technology"
"CRM","Salesforce.com","Information Technology"
"SNDK","SanDisk Corporation","Information Technology"
"SLE","Sara Lee Corp.","Consumer Staples"
"SCG","SCANA Corp","Utilities"
"SLB","Schlumberger Ltd.","Energy"
"SNI","Scripps Networks Interactive Inc.","Consumer Discretionary"
"SEE","Sealed Air Corp.(New)","Materials"
"SHLD","Sears Holdings Corporation","Consumer Discretionary"
"SRE","Sempra Energy","Utilities"
"SHW","Sherwin-Williams","Consumer Discretionary"
"SIAL","Sigma-Aldrich","Materials"
"SPG","Simon Property Group Inc","Financials"
"SLM","SLM Corporation","Financials"
"SII","Smith International","Energy"
"SJM","Smucker (J.M.)","Consumer Staples"
"SNA","Snap-On Inc.","Consumer Discretionary"
"SO","Southern Co.","Utilities"
"LUV","Southwest Airlines","Industrials"
"SWN","Southwestern Energy","Energy"
"SE","Spectra Energy Corp.","Energy"
"S","Sprint Nextel Corp.","Telecommunications Services"
"STJ","St Jude Medical","Health Care"
"SWK","Stanley Black & Decker","Consumer Discretionary"
"SPLS","Staples Inc.","Consumer Discretionary"
"SBUX","Starbucks Corp.","Consumer Discretionary"
"HOT","Starwood Hotels & Resorts","Consumer Discretionary"
"STT","State Street Corp.","Financials"
"SRCL","Stericycle Inc","Industrials"
"SYK","Stryker Corp.","Health Care"
"SUN","Sunoco Inc.","Energy"
"STI","SunTrust Banks","Financials"
"SVU","Supervalu Inc.","Consumer Staples"
"SYMC","Symantec Corp.","Information Technology"
"SYY","Sysco Corp.","Consumer Staples"
"TROW","T. Rowe Price Group","Financials"
"TGT","Target Corp.","Consumer Discretionary"
"TE","TECO Energy","Utilities"
"TLAB","Tellabs Inc.","Information Technology"
"THC","Tenet Healthcare Corp.","Health Care"
"TDC","Teradata Corp.","Information Technology"
"TER","Teradyne Inc.","Information Technology"
"TSO","Tesoro Petroleum Co.","Energy"
"TXN","Texas Instruments","Information Technology"
"TXT","Textron Inc.","Industrials"
"HSY","The Hershey Company","Consumer Staples"
"TRV","The Travelers Companies Inc.","Financials"
"TMO","Thermo Fisher Scientific","Health Care"
"TIF","Tiffany & Co.","Consumer Discretionary"
"TWX","Time Warner Inc.","Consumer Discretionary"
"TWC","Time Warner Cable Inc.","Consumer Discretionary"
"TIE","Titanium Metals Corp","Materials"
"TJX","TJX Companies Inc.","Consumer Discretionary"
"TMK","Torchmark Corp.","Financials"
"TSS","Total System Services","Information Technology"
"TSN","Tyson Foods","Consumer Staples"
"USB","U.S. Bancorp","Financials"
"UNP","Union Pacific","Industrials"
"UNH","United Health Group Inc.","Health Care"
"UPS","United Parcel Service","Industrials"
"X","United States Steel Corp.","Materials"
"UTX","United Technologies","Industrials"
"UNM","Unum Group","Financials"
"URBN","Urban Outfitters","Consumer Discretionary"
"VFC","V.F. Corp.","Consumer Discretionary"
"VLO","Valero Energy","Energy"
"VAR","Varian Medical Systems","Health Care"
"VTR","Ventas Inc","Financials"
"VRSN","Verisign Inc.","Information Technology"
"VZ","Verizon Communications","Telecommunications Services"
"VIAb","Viacom Inc.","Consumer Discretionary"
"V","Visa","Information Technology"
"VNO","Vornado Realty Trust","Financials"
"VMC","Vulcan Materials","Materials"
"WMT","Wal-Mart Stores","Consumer Staples"
"WAG","Walgreen Co.","Consumer Staples"
"DIS","Walt Disney Co.","Consumer Discretionary"
"WPO","Washington Post Co B","Consumer Discretionary"
"WM","Waste Management Inc.","Industrials"
"WAT","Waters Corporation","Health Care"
"WPI","Watson Pharmaceuticals","Health Care"
"WLP","WellPoint Inc.","Health Care"
"WFC","Wells Fargo","Financials"
"WDC","Western Digital","Information Technology"
"WU","Western Union Co","Information Technology"
"WY","Weyerhaeuser Corp.","Materials"
"WHR","Whirlpool Corp.","Consumer Discretionary"
"WFMI","Whole Foods Market","Consumer Staples"
"WMB","Williams Cos.","Energy"
"WIN","Windstream Corporation","Telecommunications Services"
"WEC","Wisconsin Energy Corporation","Consumer Staples"
"WYN","Wyndham Worldwide","Consumer Discretionary"
"WYNN","Wynn Resorts Ltd","Consumer Discretionary"
"XEL","Xcel Energy Inc","Utilities"
"XRX","Xerox Corp.","Information Technology"
"XLNX","Xilinx Inc","Information Technology"
"XL","XL Capital","Financials"
"XTO","XTO Energy Inc.","Energy"
"YHOO","Yahoo Inc.","Information Technology"
"YUM","Yum! Brands Inc","Consumer Discretionary"
"ZMH","Zimmer Holdings","Health Care"
"ZION","Zions Bancorp","Financials"
